time,x,y,z
0.000000,-0.024155,-0.063977,-0.072047
0.100000,-0.069458,-0.038250,0.028188
0.200000,-0.040680,-0.035626,0.073507
0.300000,0.022324,-0.072049,0.123052
0.400000,-0.184219,-0.193707,0.038900
0.500000,-0.273041,-0.389706,-0.172282
0.600000,-0.187958,-0.811749,-0.474086
0.700000,-0.339569,-0.070691,-0.361247
0.800000,-0.076401,0.013065,0.365529
0.900000,0.161514,0.076419,-0.258799
1.000000,0.291794,0.068256,0.107534
1.100000,0.185211,0.034275,0.231374
1.200000,0.114059,-0.334546,-0.040263
1.300000,-0.063736,-0.455059,-0.106730
1.400000,-0.283447,0.004230,-0.180232
1.500000,-0.608780,0.099796,0.083028
1.600000,-0.456802,0.111881,0.178914
1.700000,-0.313324,0.024753,0.152120
1.800000,-0.338913,-0.022488,0.138158
1.900000,-0.251175,-0.034008,0.041341
2.000000,-0.193481,-0.106457,0.010015
2.100000,-0.169098,-0.065670,-0.057749
2.200000,-0.107651,-0.067395,0.120351
2.300000,-0.090408,-0.033505,-0.086207
2.400000,-0.113327,0.036624,-0.136576
2.500000,-0.134445,0.047062,-0.031260
2.600000,-0.084976,0.055988,-0.037745
2.700000,-0.119095,0.030170,-0.025492
2.800000,-0.110809,0.068180,-0.125956
2.900000,-0.128220,0.085392,0.024251
3.000000,-0.124588,0.077106,-0.024684
3.100000,-0.056763,0.099048,-0.078913
3.200000,-0.065353,0.062458,0.019704
3.300000,-0.033539,0.131748,-0.069911
3.400000,-0.062149,0.104938,-0.091639
3.500000,-0.024796,0.073001,0.026479
3.600000,0.014404,0.081195,-0.083628
3.700000,-0.018265,0.039936,-0.065531
3.800000,-0.078247,0.017093,0.039617
3.900000,-0.029388,0.080967,-0.089106
4.000000,-0.041565,0.061435,0.038518
4.100000,-0.018219,0.080570,0.068822
4.200000,-0.079163,0.033786,0.171956
4.300000,-0.068390,0.046115,-0.034465
4.400000,-0.101196,-0.000912,0.071813
4.500000,0.000961,0.033207,-0.044505
4.600000,0.020813,-0.035901,-0.006068
