time,x,y,z
0.000000,0.004449,-0.004100,0.000649
0.100000,0.005654,-0.007197,-0.001365
0.200000,-0.000114,-0.011027,-0.007514
0.300000,-0.001563,-0.066737,0.004815
0.400000,-0.001762,-0.123896,0.004693
0.500000,0.006585,-0.164286,-0.000648
0.600000,-0.010657,-0.144007,-0.309302
0.700000,-0.026374,-0.184352,0.213052
0.800000,-0.040610,-0.160792,0.028024
0.900000,0.168603,-0.226908,-1.795951
1.000000,0.005639,-0.122142,0.722939
1.100000,0.019540,-0.037059,0.026879
1.200000,-0.034461,0.091420,-0.166267
1.300000,0.029748,0.051656,0.542779
1.400000,-0.003959,0.034185,0.906197
1.500000,0.062951,0.079824,0.032937
1.600000,0.024484,-0.014369,-2.658210
1.700000,-0.016868,0.037877,0.957116
1.800000,0.070413,0.001119,0.383614
1.900000,-0.097526,0.079076,0.309411
2.000000,0.014718,0.003148,0.573418
2.100000,-0.005164,0.011281,-0.384223
2.200000,-0.062339,-0.013972,0.184319
2.300000,0.001626,0.042821,0.825189
2.400000,0.026345,-0.052058,-0.358405
2.500000,-0.015876,0.029851,0.453011
2.600000,0.039346,0.049398,-0.900092
2.700000,0.049172,0.006276,0.299447
2.800000,-0.086310,0.066320,0.601525
2.900000,-0.015586,-0.003016,0.647378
3.000000,0.059762,-0.185969,-0.300346
3.100000,0.027627,-0.102381,0.434045
3.200000,-0.061988,-0.032588,-0.215995
3.300000,0.082436,-0.142298,-0.071281
3.400000,-0.015494,0.028066,0.960030
3.500000,0.136147,0.084707,0.499505
3.600000,-0.025504,0.025441,0.902474
3.700000,-0.161719,-0.020564,-2.192512
3.800000,0.179620,-0.043559,-2.473090
3.900000,-0.016578,0.035726,1.025445
4.000000,-0.054969,0.048208,0.563790
4.100000,0.191598,-0.104182,-1.864249
4.200000,-0.039100,0.047231,0.234933
4.300000,-0.019034,0.035314,0.961236
4.400000,-0.047492,-0.002436,-2.433661
4.500000,-0.098930,0.066518,0.632531
4.600000,0.109200,-0.086070,-1.342277
4.700000,-0.022483,0.061849,0.486489
4.800000,0.014840,-0.015986,0.355065
4.900000,-0.018668,-0.006694,0.406899
5.000000,-0.004615,0.051214,0.562707
5.100000,0.020318,-0.052989,-0.294120
5.200000,0.003121,-0.001597,0.471124
5.300000,0.166512,0.041189,0.440835
5.400000,-0.032447,0.062093,0.839517
5.500000,0.091790,-0.083293,0.153817
5.600000,-0.062217,-0.002970,0.148400
5.700000,0.027078,0.045980,0.255212
5.800000,-0.242911,-0.003703,0.217049
5.900000,0.007653,0.045568,-0.072959
6.000000,-0.139793,-0.061640,-0.205497
6.100000,-0.015372,-0.064601,-0.012076
6.200000,-0.028403,-0.034510,-0.014838
6.300000,-0.027564,-0.042201,-0.005500
6.400000,-0.031699,-0.031031,0.004434
6.500000,-0.033652,-0.025813,0.008355
6.600000,-0.036002,-0.048579,0.003320
6.700000,-0.032523,-0.040888,-0.001609
6.800000,-0.136542,-0.009288,0.166741
