time,x,y,z
0.000000,0.028117,0.056610,-0.036228
0.100000,0.045664,0.018677,-0.198307
0.200000,0.010691,0.024307,-0.003009
0.300000,-0.030233,0.046478,-0.098117
0.400000,0.024333,0.060165,-0.185794
0.500000,0.072505,0.005280,-0.042713
0.600000,0.068522,0.052490,-0.132770
0.700000,0.048335,0.090683,-0.163791
0.800000,0.054133,0.061676,-0.185031
0.900000,0.100917,0.069107,-0.105152
1.000000,0.099131,0.073090,-0.188709
1.100000,-0.028570,0.088165,-0.091938
1.200000,0.032801,0.050568,-0.133945
1.300000,0.063655,0.092209,-0.145588
1.400000,0.038722,0.096161,-0.138355
1.500000,0.058619,0.080765,-0.179462
1.600000,-0.003164,0.158325,-0.109745
1.700000,0.034053,0.112900,-0.186191
1.800000,0.082377,0.119949,-0.146762
1.900000,-0.004842,0.108154,-0.226261
2.000000,-0.011098,0.151123,-0.155841
2.100000,0.023692,0.186325,-0.176212
2.200000,0.080302,0.174469,-0.239643
2.300000,0.077967,0.163803,-0.229694
2.400000,0.079569,0.202362,-0.171070
2.500000,0.103526,0.283081,-0.181186
2.600000,0.105754,0.299637,-0.224979
2.700000,0.115733,0.304367,-0.251926
2.800000,0.091090,0.288330,-0.256824
2.900000,0.050837,0.301468,-0.249073
3.000000,0.103663,0.314575,-0.316028
3.100000,0.129313,0.295837,-0.279758
3.200000,0.132960,0.365036,-0.264942
3.300000,0.163264,0.401901,-0.459690
3.400000,0.160838,0.468338,-0.235141
3.500000,0.099024,0.481796,-0.336551
3.600000,0.149134,0.456970,-0.422916
3.700000,0.036448,0.416962,-0.318042
3.800000,0.081767,0.415543,-0.258335
3.900000,-0.137716,0.271011,-0.512455
4.000000,0.094554,0.413361,-0.235797
4.100000,0.113032,0.302490,-0.172702
4.200000,0.141139,0.293945,-0.246936
4.300000,0.085887,0.401596,-0.398395
4.400000,0.048213,0.383469,-0.171985
4.500000,0.005625,0.401199,-0.348697
4.600000,0.052439,0.350479,-0.289692
4.700000,0.068232,0.343399,-0.222629
4.800000,0.055659,0.352112,-0.203876
4.900000,0.187266,0.276932,-0.239841
5.000000,0.029795,0.537521,-0.262058
5.100000,0.098551,0.490204,-0.312229
5.200000,0.158259,0.417404,-0.352970
5.300000,0.089610,0.509171,-0.510425
5.400000,0.110774,0.567368,-0.194904
5.500000,0.123637,0.611984,-0.447437
5.600000,0.195216,0.490341,-0.384479
5.700000,0.174357,0.530228,-0.400287
5.800000,0.139048,0.587021,-0.368015
5.900000,0.214976,0.531219,-0.550907
6.000000,0.191996,0.511749,-0.413242
6.100000,0.199046,0.525177,-0.313984
6.200000,0.471095,0.374283,-0.555515
6.300000,0.144969,0.215744,-0.348667
6.400000,0.022242,0.207535,-0.247928
6.500000,-0.116735,0.150864,-0.438572
6.600000,0.158900,-0.004486,-0.225483
6.700000,0.065089,0.126022,0.103878
6.800000,0.051661,0.125580,0.196164
6.900000,0.006770,0.130066,0.018124
7.000000,0.098399,0.045227,-0.032749
7.100000,-0.002324,0.039505,-0.171360
7.200000,-0.063390,0.097992,-0.116626
7.300000,0.034388,0.054337,-0.320636
7.400000,0.361750,0.038162,-0.027454
7.500000,-0.016836,0.226898,0.148938
7.600000,-0.227544,0.202957,0.010220
7.700000,0.048823,0.059525,-0.564655
7.800000,-0.005483,0.204514,-0.238514
7.900000,-0.104299,0.229965,-0.281406
8.000000,-0.145330,0.243164,-0.241169
8.100000,-0.146871,0.341766,-0.183338
8.200000,0.025736,0.233292,-0.181278
8.300000,0.114237,0.114685,-0.061679
8.400000,-0.017873,0.096359,-0.260608
